Algoritm,Yuklama ssenariysi,Takrorlash №,O'rtacha javob vaqti ART (s),O'tkazuvchanlik TH (so'rov/s),Yuk muvozanati LBI,SLA buzilishi (%),Resurs foydalanishi RU (%),Inferensiya vaqti T_inf (ms),Qoidalar qisqarishi RRR (%),Oracle chaqiriqlari,Qaror sifati DQ,Izohlanuvchanlik INT,Jami so'rovlar,Muvaffaqiyatli so'rovlar,Muvaffaqiyatsiz so'rovlar,Faol qoidalar K,Jami qoidalar N,Simulyatsiya vaqti (s)
FLB,high,7,0.44942,0.911,0.03115,1.3,61.129,0.4067,0.0,0,0.4783,0.0,1000,1000,0,27,27,1097.7198
FLB,high,8,0.51745,0.861,0.032,2.7,64.966,0.4079,0.0,0,0.4431,0.0,1000,1000,0,27,27,1161.3831
FLB,high,9,0.36725,0.881,0.04726,0.1,61.573,0.395,0.0,0,0.4668,0.0,1000,1000,0,27,27,1134.8044
FLB,high,10,0.44162,0.938,0.01697,2.6,69.98,0.419,0.0,0,0.3988,0.0,1000,1000,0,27,27,1066.6359
FLB,high,11,0.45963,0.885,0.05683,3.2,68.21,0.3919,0.0,0,0.4213,0.0,1000,1000,0,27,27,1129.8074
FLB,high,12,0.39545,0.886,0.01137,0.1,66.307,0.3911,0.0,0,0.4365,0.0,1000,1000,0,27,27,1128.7891
FLB,high,13,0.45236,0.86,0.01931,1.1,66.46,0.3798,0.0,0,0.4279,0.0,1000,1000,0,27,27,1162.9989
FLB,high,14,0.41501,0.903,0.01228,0.4,66.934,0.5193,0.0,0,0.4306,0.0,1000,1000,0,27,27,1107.1666
FLB,high,15,0.44168,0.927,0.03204,1.2,66.106,0.5342,0.0,0,0.4433,0.0,1000,1000,0,27,27,1078.7153
FLB,high,16,0.47019,0.891,0.01874,0.8,65.834,0.3867,0.0,0,0.438,0.0,1000,1000,0,27,27,1122.4402
FLB,high,17,0.48,0.902,0.01943,1.1,66.903,0.3887,0.0,0,0.4348,0.0,1000,1000,0,27,27,1108.4045
FLB,high,18,0.52037,0.913,0.0192,3.0,68.517,0.373,0.0,0,0.4127,0.0,1000,1000,0,27,27,1094.8451
FLB,high,19,0.38641,0.874,0.01032,0.1,67.482,0.6004,0.0,0,0.4331,0.0,1000,1000,0,27,27,1143.8308
FLB,high,20,0.40783,0.897,0.01206,0.5,68.54,0.5365,0.0,0,0.4173,0.0,1000,1000,0,27,27,1114.6744
FLB,high,21,0.46601,0.894,0.03283,2.3,67.455,0.6225,0.0,0,0.4335,0.0,1000,1000,0,27,27,1119.175
FLB,high,22,0.50162,0.849,0.02854,2.3,68.645,0.4577,0.0,0,0.3987,0.0,1000,1000,0,27,27,1177.9006
FLB,high,23,0.51174,0.885,0.03101,4.3,68.452,0.3748,0.0,0,0.4141,0.0,1000,1000,0,27,27,1130.4442
FLB,high,24,0.42928,0.877,0.04273,1.0,67.947,0.3705,0.0,0,0.4284,0.0,1000,1000,0,27,27,1140.0936
FLB,high,25,0.47555,0.952,0.02756,1.5,67.254,0.4028,0.0,0,0.4069,0.0,1000,1000,0,27,27,1050.526
FLB,high,26,0.3796,0.929,0.02651,0.2,62.819,0.3825,0.0,0,0.4457,0.0,1000,1000,0,27,27,1076.5637
FLB,high,27,0.45816,0.946,0.014,1.0,64.663,0.3965,0.0,0,0.4493,0.0,1000,1000,0,27,27,1057.5215
FLB,high,28,0.40712,0.839,0.02031,0.1,68.532,0.4059,0.0,0,0.4215,0.0,1000,1000,0,27,27,1191.5347
FLB,high,29,0.44746,0.891,0.02265,1.0,65.857,0.4009,0.0,0,0.4304,0.0,1000,1000,0,27,27,1122.7032
FLB,bursty,0,0.45008,1.045,0.02517,1.5,61.684,0.4124,0.0,0,0.4668,0.0,1000,1000,0,27,27,956.7989
FLB,bursty,1,0.43034,1.148,0.02084,1.3,62.922,0.4147,0.0,0,0.4599,0.0,1000,1000,0,27,27,871.2797
FLB,bursty,2,0.39322,1.164,0.01305,0.0,61.223,0.4337,0.0,0,0.4744,0.0,1000,1000,0,27,27,858.7803
FLB,bursty,3,0.40672,1.093,0.04934,0.3,60.781,0.3875,0.0,0,0.4699,0.0,1000,1000,0,27,27,915.1506
FLB,bursty,4,0.43724,1.165,0.00976,0.3,68.8,0.3811,0.0,0,0.4195,0.0,1000,1000,0,27,27,858.5286
FLB,bursty,5,0.34357,1.183,0.03627,0.1,61.734,0.4071,0.0,0,0.472,0.0,1000,1000,0,27,27,845.6526
FLB,bursty,6,0.51104,1.175,0.01717,2.6,67.446,0.3838,0.0,0,0.4228,0.0,1000,1000,0,27,27,851.3804
FLB,bursty,7,0.46266,1.204,0.03995,2.7,60.895,0.4027,0.0,0,0.4512,0.0,1000,1000,0,27,27,830.3763
FLB,bursty,8,0.45132,1.078,0.01955,2.9,70.902,0.413,0.0,0,0.3923,0.0,1000,1000,0,27,27,927.6415
FLB,bursty,9,0.40559,1.084,0.01197,0.1,71.37,0.3794,0.0,0,0.3873,0.0,1000,1000,0,27,27,922.483
FLB,bursty,10,0.4679,1.087,0.03623,3.1,63.95,0.3873,0.0,0,0.44,0.0,1000,1000,0,27,27,920.2064
FLB,bursty,11,0.37271,1.062,0.03109,0.2,67.97,0.3668,0.0,0,0.4102,0.0,1000,1000,0,27,27,941.4903
FLB,bursty,12,0.4493,1.108,0.04438,2.2,65.101,0.3745,0.0,0,0.435,0.0,1000,1000,0,27,27,902.5708
FLB,bursty,13,0.41807,1.175,0.02184,1.2,65.008,0.3804,0.0,0,0.4471,0.0,1000,1000,0,27,27,851.26
FLB,bursty,14,0.43204,1.144,0.0095,0.3,67.71,0.4316,0.0,0,0.4235,0.0,1000,1000,0,27,27,874.1242
FLB,bursty,15,0.49112,1.07,0.03418,2.1,68.382,0.3941,0.0,0,0.408,0.0,1000,1000,0,27,27,934.4499
FLB,bursty,16,0.45316,1.065,0.03148,1.6,65.43,0.3792,0.0,0,0.4287,0.0,1000,1000,0,27,27,938.8702
FLB,bursty,17,0.49233,1.113,0.02937,2.1,67.827,0.3929,0.0,0,0.4191,0.0,1000,1000,0,27,27,898.6052
FLB,bursty,18,0.404,1.117,0.02042,1.3,66.603,0.3896,0.0,0,0.4285,0.0,1000,1000,0,27,27,895.4909
FLB,bursty,19,0.42635,1.238,0.03913,0.1,62.867,0.384,0.0,0,0.4659,0.0,1000,1000,0,27,27,807.6686
FLB,bursty,20,0.68525,1.223,0.00919,4.8,69.128,0.5667,0.0,0,0.4191,0.0,1000,1000,0,27,27,817.4202
FLB,bursty,21,0.38559,1.197,0.01326,0.0,67.277,0.7464,0.0,0,0.4267,0.0,1000,1000,0,27,27,835.7329
FLB,bursty,22,0.41933,1.067,0.02874,2.1,68.594,0.5851,0.0,0,0.4084,0.0,1000,1000,0,27,27,937.491
FLB,bursty,23,0.34556,1.091,0.01581,0.0,67.512,0.6436,0.0,0,0.4311,0.0,1000,1000,0,27,27,916.3045
FLB,bursty,24,0.46401,1.117,0.02699,1.0,70.712,0.9738,0.0,0,0.4013,0.0,1000,1000,0,27,27,895.4498
FLB,bursty,25,0.41297,1.078,0.02804,1.9,66.339,0.3718,0.0,0,0.4247,0.0,1000,1000,0,27,27,927.2947
FLB,bursty,26,0.44013,1.117,0.04949,0.9,61.308,0.4154,0.0,0,0.4565,0.0,1000,1000,0,27,27,895.4521
FLB,bursty,27,0.44513,1.238,0.0267,2.1,67.332,0.4474,0.0,0,0.4244,0.0,1000,1000,0,27,27,808.0743
FLB,bursty,28,0.41955,1.061,0.03543,0.7,62.362,0.4007,0.0,0,0.4593,0.0,1000,1000,0,27,27,942.5199
FLB,bursty,29,0.46936,1.069,0.02909,3.8,60.612,0.3769,0.0,0,0.4691,0.0,1000,1000,0,27,27,935.2807
FLB,skewed,0,0.42685,0.588,0.0182,0.2,69.305,0.3891,0.0,0,0.4138,0.0,1000,1000,0,27,27,1699.5731
FLB,skewed,1,0.45361,0.571,0.01423,0.6,66.178,0.4108,0.0,0,0.4322,0.0,1000,1000,0,27,27,1751.5421
FLB,skewed,2,0.36184,0.577,0.03886,0.2,62.948,0.3972,0.0,0,0.4599,0.0,1000,1000,0,27,27,1733.1553
FLB,skewed,3,0.43422,0.567,0.03264,0.5,62.636,0.4223,0.0,0,0.4554,0.0,1000,1000,0,27,27,1763.3249
FLB,skewed,4,0.45083,0.618,0.01875,0.8,69.4,0.4043,0.0,0,0.3984,0.0,1000,1000,0,27,27,1617.6187
FLB,skewed,5,0.37775,0.634,0.01203,0.0,66.309,0.4721,0.0,0,0.4448,0.0,1000,1000,0,27,27,1576.1225
FLB,skewed,6,0.52285,0.582,0.01486,3.1,65.547,0.4078,0.0,0,0.431,0.0,1000,1000,0,27,27,1718.6085
FLB,skewed,7,0.38077,0.606,0.02607,0.0,65.237,0.3843,0.0,0,0.4445,0.0,1000,1000,0,27,27,1649.8936
FLB,skewed,8,0.42069,0.652,0.01465,0.5,69.988,0.3819,0.0,0,0.4036,0.0,1000,1000,0,27,27,1534.2956
FLB,skewed,9,0.41939,0.586,0.03668,2.5,66.37,0.3916,0.0,0,0.4248,0.0,1000,1000,0,27,27,1705.1139
FLB,skewed,10,0.42753,0.602,0.01435,0.1,66.81,0.3928,0.0,0,0.422,0.0,1000,1000,0,27,27,1660.0734
FLB,skewed,11,0.49729,0.591,0.02157,1.8,66.646,0.3664,0.0,0,0.4177,0.0,1000,1000,0,27,27,1692.6764
FLB,skewed,12,0.46285,0.603,0.02877,2.8,66.003,0.37,0.0,0,0.4271,0.0,1000,1000,0,27,27,1658.3109
FLB,skewed,13,0.38451,0.597,0.0192,0.1,69.404,0.3926,0.0,0,0.4098,0.0,1000,1000,0,27,27,1674.6719
FLB,skewed,14,0.44803,0.618,0.0502,1.8,60.144,0.4009,0.0,0,0.4788,0.0,1000,1000,0,27,27,1617.8568
FLB,skewed,15,0.51928,0.591,0.01788,3.2,65.794,0.3928,0.0,0,0.4438,0.0,1000,1000,0,27,27,1690.8148
FLB,skewed,16,0.44907,0.622,0.01152,1.5,69.16,0.6859,0.0,0,0.4121,0.0,1000,1000,0,27,27,1607.3999
FLB,skewed,17,0.41685,0.594,0.03005,0.3,64.219,1.0749,0.0,0,0.4542,0.0,1000,1000,0,27,27,1684.1524
FLB,skewed,18,0.37557,0.595,0.02688,0.0,66.396,0.5044,0.0,0,0.4382,0.0,1000,1000,0,27,27,1681.8262
FLB,skewed,19,0.46102,0.604,0.01058,1.3,68.105,0.5222,0.0,0,0.4076,0.0,1000,1000,0,27,27,1655.3385
FLB,skewed,20,0.56251,0.611,0.01328,5.4,70.685,0.5258,0.0,0,0.396,0.0,1000,1000,0,27,27,1637.2481
FLB,skewed,21,0.46001,0.603,0.03624,0.6,63.103,0.3962,0.0,0,0.4491,0.0,1000,1000,0,27,27,1657.3165
FLB,skewed,22,0.43969,0.619,0.0179,0.5,69.212,0.3911,0.0,0,0.4116,0.0,1000,1000,0,27,27,1616.0798
FLB,skewed,23,0.46696,0.609,0.02206,2.9,61.694,0.4091,0.0,0,0.4689,0.0,1000,1000,0,27,27,1642.3347
FLB,skewed,24,0.41237,0.607,0.02759,1.1,66.806,0.4215,0.0,0,0.4293,0.0,1000,1000,0,27,27,1648.5623
FLB,skewed,25,0.39046,0.627,0.01998,0.3,68.429,0.3704,0.0,0,0.4146,0.0,1000,1000,0,27,27,1594.9451
FLB,skewed,26,0.47471,0.58,0.01999,1.3,67.541,0.388,0.0,0,0.4302,0.0,1000,1000,0,27,27,1723.8846
